 Experiment N , 100 ,,,,,,,,, bin N ,1000,,aliali,,,,,,,,
,,,,,,,,,,,, 15 ,,,,,,,,,
"""2_DNN_3_None""","""2_Hyperheuristic_3_None""","""5_DNN_3_None""","""5_Hyperheuristic_3_None""","""2_DNN_3_DTS""","""2_Hyperheuristic_3_DTS""","""5_DNN_3_DTS""","""5_Hyperheuristic_3_DTS""",Decima,,,, 429 ," ""2_DNN_3_None"" "," ""2_Hyperheuristic_3_None"" "," ""5_DNN_3_None"" "," ""5_Hyperheuristic_3_None"" "," ""2_DNN_3_DTS"" "," ""2_Hyperheuristic_3_DTS"" "," ""5_DNN_3_DTS"" "," ""5_Hyperheuristic_3_DTS"" ", Decima 
,,,,,,,,,,, 749 , 325 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 750 , 326 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 751 , 326 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 752 , 326 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 753 , 327 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 754 , 327 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 755 , 328 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 756 , 328 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 757 , 328 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 758 , 329 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 759 , 329 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 760 , 330 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 761 , 330 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 762 , 331 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 763 , 331 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 764 , 331 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 765 , 332 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 766 , 332 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 767 , 333 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 768 , 333 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 769 , 333 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 770 , 334 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 771 , 334 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 772 , 335 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 773 , 335 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 774 , 335 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 775 , 336 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 776 , 336 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 777 , 337 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 778 , 337 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 779 , 338 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 780 , 338 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 781 , 338 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 782 , 339 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 783 , 339 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 784 , 340 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 785 , 340 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 786 , 340 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 787 , 341 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 788 , 341 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 789 , 342 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 790 , 342 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 791 , 343 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 792 , 343 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 793 , 343 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 794 , 344 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 795 , 344 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 796 , 345 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 797 , 345 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 798 , 345 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 799 , 346 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 800 , 346 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 801 , 347 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 802 , 347 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 803 , 347 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 804 , 348 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 805 , 348 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 806 , 349 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 807 , 349 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 808 , 350 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 809 , 350 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 810 , 350 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 811 , 351 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 812 , 351 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 813 , 352 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 814 , 352 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 815 , 352 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 816 , 353 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 817 , 353 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 818 , 354 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 819 , 354 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 820 , 354 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 821 , 355 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 822 , 355 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 823 , 356 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 824 , 356 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 825 , 357 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 826 , 357 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 827 , 357 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 828 , 358 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 829 , 358 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 830 , 359 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 831 , 359 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 832 , 359 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 833 , 360 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 834 , 360 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 835 , 361 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 836 , 361 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 837 , 362 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 838 , 362 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 839 , 362 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 840 , 363 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 841 , 363 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 842 , 364 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 843 , 364 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 844 , 364 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 845 , 365 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 846 , 365 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 847 , 366 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 848 , 366 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 849 , 366 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 850 , 367 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 851 , 367 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 852 , 368 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 853 , 368 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 854 , 369 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 855 , 369 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 856 , 369 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 857 , 370 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 858 , 370 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 859 , 371 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 860 , 371 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 861 , 371 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 862 , 372 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 863 , 372 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 864 , 373 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 865 , 373 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 866 , 374 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 867 , 374 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 868 , 374 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 869 , 375 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 870 , 375 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 871 , 376 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 872 , 376 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 873 , 376 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 874 , 377 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 875 , 377 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 876 , 378 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 877 , 378 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 878 , 378 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 879 , 379 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 880 , 379 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 881 , 380 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 882 , 380 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 883 , 381 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 884 , 381 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 885 , 381 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 886 , 382 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 887 , 382 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 888 , 383 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 889 , 383 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 890 , 383 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 891 , 384 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 892 , 384 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 893 , 385 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 894 , 385 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 895 , 386 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 896 , 386 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 897 , 386 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 898 , 387 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 899 , 387 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 900 , 388 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 901 , 388 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 902 , 388 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 903 , 389 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 904 , 389 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 905 , 390 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 906 , 390 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 907 , 390 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 908 , 391 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 909 , 391 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 910 , 392 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 911 , 392 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 912 , 393 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 913 , 393 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 914 , 393 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 915 , 394 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 916 , 394 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 917 , 395 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 918 , 395 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 919 , 395 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 920 , 396 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 921 , 396 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 922 , 397 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 923 , 397 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 924 , 398 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 925 , 398 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 926 , 398 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 927 , 399 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 928 , 399 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 929 , 400 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 930 , 400 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 931 , 400 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 932 , 401 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 933 , 401 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 934 , 402 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 935 , 402 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 936 , 402 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 937 , 403 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 938 , 403 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 939 , 404 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 940 , 404 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 941 , 405 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 942 , 405 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 943 , 405 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 944 , 406 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 945 , 406 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 946 , 407 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 947 , 407 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 948 , 407 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 949 , 408 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 950 , 408 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 951 , 409 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 952 , 409 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 953 , 410 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 954 , 410 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 955 , 410 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 956 , 411 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 957 , 411 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 958 , 412 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 959 , 412 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 960 , 412 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 961 , 413 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 962 , 413 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 963 , 414 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 964 , 414 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 965 , 414 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 966 , 415 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 967 , 415 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 968 , 416 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 969 , 416 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 970 , 417 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 971 , 417 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 972 , 417 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 973 , 418 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 974 , 418 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 975 , 419 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 976 , 419 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 977 , 419 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 978 , 420 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 979 , 420 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 980 , 421 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 981 , 421 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 982 , 422 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 983 , 422 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 984 , 422 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 985 , 423 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 986 , 423 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 987 , 424 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 988 , 424 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 989 , 424 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 990 , 425 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 991 , 425 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 992 , 426 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 993 , 426 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 994 , 426 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 995 , 427 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 996 , 427 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 997 , 428 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 998 , 428 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,, 999 , 429 ,100%,100%,100%,100%,100%,100%,100%,99%,100%
,,,,,,,,,,," 1,000 ", 429 ,100%,100%,100%,100%,100%,100%,100%,100%,100%
,,,,,,,,,,,, 858 ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
